,HOG,label
11371,[0.27431734 0.2140882  0.05621986 ... 0.01051772 0.00119126 0.50670559],0
11372,[0.16088615 0.16832788 0.05237653 ... 0.11838008 0.01971538 0.03270382],0
11373,[0.1222343  0.17118409 0.06302625 ... 0.08510114 0.05102345 0.05401179],0
11374,[0.14315802 0.20961575 0.09267233 ... 0.19465809 0.09559915 0.00644511],0
11375,[0.30794938 0.30118588 0.23575172 ... 0.05018267 0.02619598 0.00543952],1
11376,[0.20792211 0.45772653 0.46592222 ... 0.17678129 0.12949882 0.00986285],0
11377,"[5.50795469e-02 1.55801037e-01 8.84828233e-02 ... 4.02975412e-03
 1.04092645e-04 4.45452952e-01]",0
11378,[0.12361849 0.18983103 0.27687727 ... 0.02726422 0.01035198 0.00238797],0
11379,[0.15410884 0.17657158 0.05512078 ... 0.07873872 0.00363544 0.006056  ],0
11380,[0.17349223 0.2409728  0.08655327 ... 0.2783785  0.16712777 0.02295623],0
11381,[0.07205684 0.21256725 0.05949394 ... 0.1559376  0.00805683 0.08587055],0
11382,[0.08899197 0.24261605 0.0702016  ... 0.13524307 0.05128201 0.07145439],0
11383,[0.02056886 0.04193293 0.02850833 ... 0.19745997 0.05533423 0.07556307],0
11384,[0.02304088 0.12407651 0.08745489 ... 0.09089388 0.02817713 0.02071422],0
11385,[0.0513012  0.05117843 0.04308423 ... 0.16795672 0.01016359 0.        ],0
11386,[0.07590139 0.18310155 0.11851957 ... 0.0815546  0.0127445  0.06968772],0
11387,[0.         0.02986056 0.26175761 ... 0.12546152 0.00130301 0.07745976],0
11388,[0.         0.         0.         ... 0.31003876 0.06218536 0.02711959],0
11389,[0.28607774 0.354061   0.02179124 ... 0.00624639 0.00208519 0.00816548],0
11390,[0.01570118 0.16058995 0.13452061 ... 0.06884165 0.02900401 0.05514886],0
11391,[0.         0.02478821 0.02624164 ... 0.07560937 0.01767666 0.02055924],0
11392,[0.00393485 0.01372813 0.00612609 ... 0.18551239 0.06970278 0.00136352],0
11393,[0.00713158 0.00627574 0.00640457 ... 0.06865261 0.03411972 0.06725732],0
11394,[0.22193055 0.2039534  0.05815711 ... 0.09332806 0.04450384 0.00426503],0
11395,[0.15038628 0.44488834 0.04507583 ... 0.0133298  0.00581704 0.00331876],0
11396,[0.02938537 0.13238468 0.09040957 ... 0.20449638 0.03426172 0.10365575],0
11397,[0.11431524 0.35425976 0.0930284  ... 0.22144059 0.04998596 0.01544934],0
11398,[0.0007287  0.04513911 0.00769287 ... 0.05581663 0.0299237  0.        ],0
11399,[0.15260934 0.37367308 0.21052417 ... 0.04776572 0.01839936 0.00365634],1
11400,[0.12996774 0.42293128 0.11085985 ... 0.31595726 0.1837077  0.0071464 ],0
11401,[0.30517613 0.57599429 0.03054317 ... 0.08419976 0.04523967 0.00749134],1
11402,[0.30002759 0.19291244 0.26386617 ... 0.30805933 0.08684408 0.0014969 ],0
11403,[0.01136927 0.06948977 0.03240478 ... 0.01443591 0.01065855 0.00142399],0
11404,[0.02027234 0.07395544 0.         ... 0.05225052 0.03151983 0.11456156],0
11405,[0.04162155 0.0320638  0.01486056 ... 0.03569183 0.03031705 0.        ],1
11406,[0.05410476 0.13103791 0.04761704 ... 0.09467332 0.07549611 0.03482804],0
11407,[0.00134655 0.0213989  0.01554103 ... 0.11631428 0.02661945 0.11397918],0
11408,[0.         0.02213875 0.00781229 ... 0.15085664 0.08681944 0.03487521],0
11409,[0.         0.06255934 0.01113972 ... 0.11380713 0.03959215 0.03860093],0
11410,[0.01479795 0.04121022 0.00477045 ... 0.02947772 0.0264814  0.01502548],0
11411,[0.01922096 0.06729669 0.03581567 ... 0.0576692  0.01323536 0.04524335],0
11412,[0.02702261 0.1216892  0.07560984 ... 0.01945757 0.00689953 0.00621816],1
11413,[0.08596401 0.10188304 0.04710821 ... 0.15802543 0.01605153 0.04844534],0
11414,[0.00767612 0.06003784 0.01539599 ... 0.05819554 0.02120896 0.02785467],0
11415,[0.12997094 0.2381909  0.04464654 ... 0.00491612 0.00254666 0.00281318],1
11416,[0.09678811 0.22261637 0.20999499 ... 0.2143732  0.05119605 0.03541424],0
11417,[0.01438142 0.09161809 0.14188807 ... 0.14253384 0.09717986 0.00771721],0
11418,[0.02060459 0.09037477 0.04999967 ... 0.23236866 0.04524282 0.        ],0
11419,[0.07344803 0.22396484 0.27558308 ... 0.00814704 0.         0.00228179],0
11420,[0.03096021 0.134377   0.12206224 ... 0.20387404 0.05016131 0.00924536],0
11421,[0.1819115  0.23823377 0.12582457 ... 0.16895914 0.08158012 0.00794685],0
11422,[0.12353168 0.27754074 0.1243837  ... 0.09945232 0.02821253 0.08352395],0
11423,[0.12817303 0.18622464 0.18985702 ... 0.18088532 0.00290296 0.02255079],0
11424,[0.05302368 0.22885305 0.1682637  ... 0.22786511 0.06816268 0.06160701],0
11425,[0.19622711 0.36161994 0.15601825 ... 0.09488005 0.07678107 0.00702342],0
11426,[0.23353679 0.28240551 0.14904722 ... 0.07083936 0.01675602 0.00436885],0
11427,[0.20639008 0.4013912  0.17344802 ... 0.51663248 0.17047223 0.1573127 ],0
11428,[0.00269746 0.04383822 0.04015644 ... 0.39043821 0.00113314 0.        ],0
11429,[0.15078983 0.41179079 0.38896217 ... 0.09555249 0.02779279 0.14879415],0
11430,[0.16804954 0.50350369 0.22976178 ... 0.24345761 0.11855694 0.00448782],1
11431,[0.03651373 0.12484963 0.05839414 ... 0.00794512 0.00101061 0.01775051],1
11432,[0.         0.         0.         ... 0.16771706 0.124829   0.02100325],0
11433,[0.03718017 0.08045084 0.02695023 ... 0.         0.         0.        ],1
11434,[0.         0.         0.         ... 0.14854818 0.04998176 0.01002133],0
11435,[0.01391863 0.00792479 0.00141429 ... 0.07464088 0.07037982 0.23196278],0
11436,[0.         0.33417334 0.04691635 ... 0.0611341  0.02433402 0.01838873],0
11437,[0.16910372 0.32292932 0.11017555 ... 0.01068092 0.0036557  0.00875744],0
11438,[0.03324005 0.12744916 0.14705392 ... 0.15923244 0.05709563 0.01939295],0
11439,[0.03348505 0.0812541  0.15454008 ... 0.52271463 0.17094362 0.00345378],0
11440,[0.10916101 0.18769655 0.06699264 ... 0.11492352 0.02140825 0.00828279],0
11441,[0.11583716 0.38008463 0.16531762 ... 0.12102321 0.0022318  0.        ],0
11442,[0.02873952 0.07571733 0.19581349 ... 0.11206258 0.10779012 0.0764617 ],0
11443,[0.00592217 0.08368189 0.12993346 ... 0.14172013 0.04510289 0.        ],0
11444,[0.         0.1345633  0.00323566 ... 0.07156158 0.01911757 0.12181713],0
11445,[0.0358065  0.12310643 0.02695835 ... 0.22466914 0.02970633 0.1650367 ],1
11446,[0.25508717 0.57663687 0.02629486 ... 0.19601704 0.13486348 0.0369465 ],0
11447,[0.19915595 0.09695284 0.06761542 ... 0.31189587 0.11474085 0.09309949],0
11448,[0.16352061 0.26094076 0.13129933 ... 0.09894228 0.08919664 0.06450455],0
11449,[0.08266768 0.15757214 0.09757105 ... 0.23876648 0.16706914 0.01706856],0
11450,[0.07206905 0.19230284 0.0810089  ... 0.25878693 0.01449078 0.0543929 ],0
11451,[0.         0.         0.         ... 0.01330678 0.01712886 0.0002995 ],0
11452,[0.         0.         0.         ... 0.00631938 0.00169443 0.00275393],0
11453,[0.         0.07655135 0.08043668 ... 0.37922297 0.1550604  0.03573147],0
11454,[0.17767821 0.20679178 0.08296597 ... 0.19427802 0.06442142 0.17475135],0
11455,[0.10700918 0.20191387 0.09325107 ... 0.02063412 0.00057381 0.        ],0
11456,[0.04731457 0.06528505 0.01251497 ... 0.07766512 0.01467272 0.00449148],0
11457,[0.0055109  0.04680748 0.00651931 ... 0.00361792 0.         0.0334311 ],0
11458,[0.03972325 0.22127121 0.14526055 ... 0.         0.         0.        ],1
11459,[0.0908244  0.1981907  0.13716792 ... 0.08234666 0.02190015 0.0067747 ],0
11460,[0.0410535  0.1680624  0.0790061  ... 0.19518771 0.12514635 0.01966579],0
11461,[0.18361176 0.25629036 0.04629912 ... 0.09358131 0.03617166 0.10016949],0
11462,[0.09455553 0.12689819 0.05662935 ... 0.06273597 0.11902846 0.00796001],0
11463,[0.06553322 0.06795744 0.0222649  ... 0.         0.         0.16472438],0
11464,[0.0116789  0.01108843 0.01002156 ...        nan        nan        nan],0
11465,[0.         0.16712055 0.13432157 ... 0.04944386 0.00857579 0.0096438 ],0
11466,[0.08239502 0.10895163 0.0253311  ... 0.07459219 0.01115816 0.        ],0
11467,[0.03575583 0.07332719 0.02077525 ... 0.00731866 0.01294711 0.14872475],0
11468,[0.07592729 0.34354843 0.10653715 ... 0.39553553 0.04586348 0.00059332],0
11469,[0.10400198 0.23924759 0.05681887 ... 0.13856899 0.03178078 0.16814918],0
11470,[0.18585921 0.42636356 0.36699688 ... 0.15955759 0.15733751 0.03254495],0
11471,[0.02546247 0.04401536 0.13117009 ... 0.10349137 0.03889683 0.00147386],0
11472,[0.33262135 0.28849799 0.2647438  ... 0.01346773 0.01261156 0.10849503],0
11473,[0.09873141 0.41312018 0.23619496 ... 0.07095753 0.04541414 0.05561658],1
11474,[0.         0.         0.         ... 0.10857314 0.06734269 0.00873221],0
11475,[0.12025069 0.19143636 0.0660672  ... 0.16578529 0.05920607 0.02942411],0
11476,[0.16645169 0.15039523 0.04220459 ... 0.16671018 0.04617422 0.0688316 ],0
11477,[0.         0.13955169 0.0123112  ... 0.045931   0.08924728 0.06106139],0
11478,[0.20229229 0.5261823  0.54538305 ... 0.21761589 0.04891163 0.00827703],0
11479,[0.02188782 0.02614678 0.03554795 ... 0.06430873 0.03997234 0.03766369],0
11480,[0.05544176 0.20849226 0.02081424 ... 0.062703   0.03352109 0.08291629],0
11481,[0.00530027 0.00305798 0.00116444 ... 0.04459689 0.         0.        ],0
11482,[0.00862131 0.00446648 0.00440842 ... 0.15878302 0.05803527 0.01210596],0
11483,[0.13468404 0.28730609 0.3321874  ... 0.03497763 0.03354801 0.00229193],0
11484,[0.14681651 0.2922574  0.02191275 ... 0.05859547 0.07359803 0.26892528],0
11485,[0.         0.02517444 0.00660687 ... 0.0191069  0.00885772 0.00277393],0
11486,[0.26096818 0.26501602 0.08053147 ... 0.13650989 0.03801428 0.09450904],0
11487,[0.00097532 0.03877086 0.04892993 ... 0.01661709 0.02520207 0.00944614],0
11488,[0.07381258 0.12439897 0.19173396 ... 0.23121526 0.06965067 0.07362714],0
11489,[0.06885432 0.06147447 0.05549385 ... 0.1866645  0.0107222  0.01670704],0
11490,[0.17732745 0.27051283 0.06876095 ... 0.03879816 0.03187275 0.05203788],0
11491,[0.         0.02466356 0.         ... 0.04760722 0.04118875 0.02698443],0
11492,[0.46778066 0.44857228 0.14898336 ... 0.0235761  0.00066025 0.00722956],0
11493,[0.12525743 0.19384583 0.07456339 ... 0.14015586 0.02006611 0.00021442],0
11494,[0.07909407 0.06053577 0.04716379 ... 0.04834243 0.0202134  0.00233233],0
11495,[0.09363454 0.12334688 0.17960077 ... 0.         0.         0.        ],1
11496,[0.25016241 0.31890109 0.1857093  ... 0.10469553 0.0237855  0.00732056],0
11497,[0.07578206 0.27898838 0.12375737 ... 0.06181465 0.03490297 0.04343041],0
11498,[0.06216045 0.15087808 0.10563451 ... 0.20409158 0.11011275 0.05360222],0
11499,[0.         0.         0.         ... 0.00583351 0.00210089 0.00370254],0
11500,[0.04412888 0.16375868 0.02014416 ... 0.12125777 0.04333978 0.05334305],0
11501,[0.04531155 0.27235759 0.27294994 ... 0.02346609 0.0204334  0.05287697],0
11502,[0.00788762 0.10189586 0.07551886 ... 0.1721678  0.02582749 0.01484024],0
11503,[0.01419802 0.02947397 0.00809638 ... 0.20186607 0.04591871 0.02921143],0
11504,[0.11373536 0.0703365  0.07106287 ... 0.07624785 0.0787046  0.10762272],0
11505,[0.11862706 0.22691659 0.12593735 ... 0.06797541 0.06911574 0.06510727],0
11506,[0.14391302 0.24916366 0.06362007 ... 0.00335283 0.00113804 0.        ],0
11507,[0.0451987  0.163865   0.05451277 ... 0.03269779 0.05493126 0.01044944],0
11508,[0.20924103 0.27680049 0.105879   ... 0.25937826 0.13153532 0.10885471],0
11509,[0.00306619 0.03077093 0.02263751 ... 0.14471657 0.10142156 0.13750769],0
11510,[0.26040103 0.58901686 0.24904214 ... 0.         0.         0.        ],1
11511,[0.         0.031856   0.04800236 ... 0.00503181 0.00142031 0.00433092],0
11512,[0.00816357 0.01375383 0.00171851 ... 0.04213307 0.02096335 0.0322638 ],0
11513,[0.13180721 0.25525917 0.1072976  ... 0.12846302 0.01537589 0.06139514],0
11514,[0.         0.33679033 0.02971152 ... 0.08144851 0.0186733  0.05876383],0
11515,[0.1214724  0.25991799 0.11321235 ... 0.10465646 0.00525972 0.01379358],0
11516,[0.1330639  0.11181989 0.01290385 ... 0.00294053 0.00070751 0.00238203],0
11517,[0.10811456 0.31573546 0.05465456 ... 0.06066266 0.02009142 0.02614581],0
11518,[0.5131145  0.58578546 0.22397337 ... 0.19346449 0.07975968 0.02133563],1
11519,[0.18613556 0.29567772 0.02865425 ... 0.01992109 0.         0.        ],0
11520,[0.0440564  0.16958293 0.08934599 ... 0.03278923 0.0117056  0.02002426],0
11521,[0.02571647 0.01305981 0.08466417 ... 0.05153751 0.01517411 0.05977193],1
11522,[0.00619437 0.04635753 0.01466594 ... 0.15959453 0.05316181 0.0242686 ],0
11523,[0.04791491 0.11374585 0.04350935 ... 0.07786706 0.05402167 0.09772573],0
11524,[0.12290033 0.48259594 0.03845952 ... 0.         0.         0.        ],1
11525,[0.06408878 0.25387319 0.06638421 ... 0.16534263 0.05625554 0.00286212],0
11526,[0.00154194 0.00721294 0.01603985 ... 0.25052139 0.03094469 0.01063151],1
11527,[0.11935097 0.13881137 0.08084341 ... 0.24605477 0.10998928 0.07137865],0
11528,[0.09685832 0.17720273 0.06152439 ... 0.04002788 0.02200357 0.        ],0
11529,[0.07314165 0.28763189 0.1065737  ... 0.0876402  0.02798247 0.01581757],0
11530,[0.44240025 0.43399631 0.01242046 ... 0.03939805 0.00270499 0.01588822],0
11531,[0.08510287 0.06313411 0.00630671 ... 0.03608814 0.02251195 0.00270949],0
11532,[0.15543718 0.17566265 0.07690518 ... 0.02838404 0.01625093 0.03788435],1
11533,[0.14702368 0.09832847 0.11059025 ... 0.07516475 0.04132866 0.0024016 ],0
11534,[0.15663266 0.23684897 0.04263666 ... 0.10909053 0.06391429 0.10626766],0
11535,[0.16611744 0.24645695 0.11477583 ... 0.0648542  0.01561041 0.00283099],0
11536,[0.         0.         0.         ... 0.10291623 0.02067661 0.02961772],0
11537,[0.08081074 0.10830026 0.08103778 ... 0.02456192 0.01848128 0.00404323],0
11538,[0.04729072 0.04544306 0.04386242 ... 0.0055084  0.00313799 0.00235402],0
11539,[0.16257813 0.39796315 0.1244784  ... 0.43635256 0.30355093 0.01083687],0
11540,[0.17164625 0.17993656 0.05997052 ... 0.14414941 0.05476282 0.01619698],0
11541,[0.07398771 0.18874203 0.1353923  ... 0.2929685  0.08807393 0.09350301],0
11542,[0.14424701 0.29087432 0.20670202 ... 0.0611151  0.02705064 0.04986705],0
11543,[0.05835057 0.09371873 0.00868039 ... 0.13389735 0.01582045 0.05948731],0
11544,[0.01507051 0.11489624 0.00506805 ... 0.09574129 0.05276201 0.00217384],0
11545,[0.12639113 0.13756994 0.0826361  ... 0.10687875 0.08848122 0.02740869],0
11546,[0.         0.01545761 0.         ... 0.23768605 0.03323619 0.04520901],0
11547,[0.01576859 0.05478275 0.02539619 ... 0.18630861 0.03415556 0.        ],0
11548,[0.1564008  0.20428362 0.08084819 ... 0.12290122 0.04898011 0.05431282],1
11549,[0.1528935  0.40802329 0.09110902 ... 0.006729   0.0074872  0.24448153],0
11550,[0.14671231 0.23448181 0.03988505 ... 0.10081484 0.01476125 0.        ],0
11551,[0.16377586 0.28805024 0.19730627 ... 0.12464249 0.04593766 0.02490228],1
11552,[0.1661881  0.17479095 0.11093993 ... 0.08219839 0.03116603 0.01530001],0
11553,[0.         0.03165941 0.         ... 0.04264286 0.03674988 0.00725059],0
11554,"[1.12619470e-01 5.91706012e-01 4.58539072e-04 ... 9.28854313e-02
 7.97200559e-02 2.08643034e-03]",1
11555,[0.         0.04670946 0.04575979 ... 0.         0.         0.        ],0
11556,[0.14253531 0.16081201 0.0422907  ... 0.08237871 0.01103685 0.01959254],0
11557,[0.06258453 0.30136058 0.08472621 ... 0.3847846  0.34078952 0.        ],0
11558,[0.01478199 0.03265976 0.02732695 ... 0.07686845 0.00238636 0.05617187],0
11559,[0.07690528 0.10378313 0.07106113 ... 0.08004602 0.01759587 0.01619755],0
11560,[0.13276116 0.09747713 0.03851627 ... 0.03176607 0.02008569 0.04703813],1
11561,[0.07348807 0.28422121 0.16670112 ... 0.14606369 0.05971452 0.07811175],0
11562,[0.18794743 0.28156564 0.08716515 ... 0.05326266 0.02592003 0.05358824],0
11563,[0.         0.06570623 0.04334174 ... 0.08640133 0.02651302 0.03030001],0
11564,[0.05921568 0.1403563  0.09030234 ... 0.0920348  0.02390332 0.03340757],0
11565,[0.1786836  0.42167089 0.07781134 ... 0.13078929 0.14406578 0.06834568],1
11566,[0.19900308 0.27496116 0.03438081 ... 0.04680153 0.         0.        ],0
11567,[0.13992706 0.31512312 0.22476641 ... 0.03264264 0.00671197 0.        ],0
11568,[       nan        nan        nan ... 0.01403779 0.00213182 0.00911639],0
11569,[0.14699234 0.31653767 0.10667877 ... 0.03017977 0.00790874 0.01317763],0
11570,[0.32292354 0.60652228 0.00663651 ... 0.05518417 0.02136263 0.01370503],0
11571,[0.19214605 0.1505098  0.02025919 ... 0.31220903 0.13659325 0.0006696 ],1
11572,[0.11287228 0.07958967 0.02508221 ... 0.01024188 0.00531915 0.00186666],0
11573,[0.24273523 0.44071261 0.3556049  ... 0.01665179 0.00875995 0.10421511],0
11574,[0.10446498 0.25529815 0.13798032 ... 0.08558514 0.02628902 0.        ],0
11575,[0.07942845 0.13264898 0.14834478 ... 0.02279438 0.0036473  0.02366863],0
11576,[nan nan nan ... nan nan nan],0
11577,[0.07309597 0.18992635 0.09062679 ... 0.06354455 0.01261944 0.02091162],0
11578,[0.00643598 0.20106125 0.03336574 ... 0.37239349 0.07596695 0.05827074],0
11579,[0.03626071 0.28072492 0.06595216 ... 0.14187639 0.01965432 0.04195263],0
11580,[0.         0.07338339 0.0032146  ... 0.04045706 0.         0.057815  ],0
11581,[0.01096765 0.04215487 0.02093366 ... 0.10124945 0.0457519  0.11970669],0
11582,[0.         0.05394168 0.         ... 0.09773356 0.00359222 0.00087427],0
11583,[0.06491966 0.07286615 0.09067931 ... 0.00158464 0.00374088 0.00489082],1
11584,[0.18106438 0.42116833 0.00949064 ... 0.15044156 0.02934991 0.00427647],0
11585,[0.13415296 0.16517212 0.07754011 ... 0.01703998 0.01513138 0.00427921],0
11586,[0.17580019 0.23962762 0.10357115 ... 0.166783   0.02794711 0.08822844],0
11587,[0.         0.16913676 0.08464427 ... 0.02655913 0.00883051 0.        ],0
11588,[0.07304249 0.2380654  0.18700722 ... 0.10597873 0.09918476 0.05613196],0
11589,[0.07663771 0.14949598 0.01559408 ... 0.0357244  0.0249784  0.00017688],0
11590,[0.02477647 0.10239888 0.14136351 ... 0.20958014 0.05636946 0.01511646],0
11591,[0.29368251 0.51670503 0.24828836 ... 0.05170016 0.05179122 0.12434979],0
11592,[0.08723679 0.24087616 0.04197298 ... 0.05388878 0.01539843 0.08639909],1
11593,[0.00926198 0.0452896  0.06330627 ... 0.06746305 0.01155423 0.00635849],0
11594,[0.08901785 0.14638046 0.04554919 ... 0.10095411 0.03042148 0.07304768],0
11595,[0.13691885 0.09508235 0.1595553  ... 0.18355418 0.03822555 0.0212314 ],0
11596,[0.1907319  0.31020611 0.05765087 ... 0.04463016 0.05199112 0.04889223],0
11597,[0.         0.20782244 0.17460574 ... 0.07878946 0.08676299 0.10532089],0
11598,[0.08068513 0.11255076 0.05269771 ... 0.10080916 0.03021807 0.0672791 ],0
11599,[0.02248441 0.11878445 0.0838546  ... 0.06570391 0.01237485 0.14419666],0
11600,[0.04484051 0.05102434 0.0846255  ... 0.00947818 0.         0.        ],0
11601,[0.08900482 0.14191918 0.1574004  ... 0.10365584 0.06452187 0.02243662],0
11602,[0.         0.00642097 0.00110408 ... 0.17946257 0.21555199 0.        ],0
11603,[0.07432843 0.11651215 0.11003647 ... 0.1220996  0.03614491 0.08237634],0
11604,[0.17799729 0.47196013 0.00614579 ... 0.04165433 0.02467893 0.00054624],1
11605,[0.01969733 0.0756503  0.01689926 ... 0.02381546 0.01368161 0.20307507],0
11606,[0.11175186 0.35527779 0.06569348 ... 0.07647754 0.         0.        ],1
11607,[0.39393172 0.41568982 0.21598181 ... 0.15726302 0.08898189 0.00167671],1
11608,[0.04387963 0.0749175  0.01312288 ... 0.13873462 0.0778961  0.0404394 ],0
11609,[0.01259763 0.17245481 0.03420305 ... 0.38100355 0.31333358 0.00518914],0
11610,[0.13553913 0.09100508 0.03717043 ... 0.12879988 0.07833903 0.0332615 ],0
11611,[0.05179547 0.40448839 0.04329144 ... 0.01980926 0.01012301 0.10050565],0
11612,[0.15472111 0.32790744 0.1348708  ... 0.12723796 0.01601359 0.        ],1
11613,[0.         0.10335977 0.04208467 ... 0.19821883 0.05600271 0.01552598],0
11614,[       nan        nan        nan ... 0.09988985 0.0545744  0.01060169],0
11615,[0.12833872 0.19385487 0.09891805 ... 0.03364494 0.01866335 0.00342401],1
11616,[0.23034746 0.20160261 0.1151571  ... 0.12550323 0.00209816 0.01485155],0
11617,[0.21748032 0.24496127 0.05951776 ... 0.07047061 0.00370642 0.        ],1
11618,[0.29537738 0.75341484 0.18013131 ... 0.07684251 0.00631349 0.00852271],0
11619,[0.29346356 0.44313658 0.02016722 ... 0.06816523 0.09420011 0.05898868],0
11620,[0.0316129  0.1797742  0.05232783 ... 0.24588775 0.00449631 0.06907313],0
11621,[0.         0.         0.         ... 0.18710318 0.13114429 0.08126025],0
11622,"[4.45874665e-01 3.35539177e-01 1.11784752e-01 ... 1.43480674e-02
 5.00640340e-03 4.44702363e-04]",1
11623,[0.         0.13515765 0.03753594 ... 0.01914322 0.00636483 0.00138567],0
11624,[0.04978269 0.11654821 0.0256317  ... 0.05986211 0.00526784 0.04850612],0
11625,[0.00310459 0.02990243 0.01604689 ... 0.04448994 0.04296351 0.03373883],0
11626,[0.2295949  0.53680859 0.02570141 ... 0.10375108 0.01791636 0.20310518],1
11627,[0.04205013 0.08246549 0.0310249  ... 0.13685343 0.07337816 0.0671549 ],0
11628,[0.06021211 0.10817404 0.09153459 ... 0.18454958 0.08268522 0.0586475 ],0
11629,[0.0504208  0.13818872 0.04901548 ... 0.08193288 0.04650361 0.0867649 ],1
11630,[0.12797784 0.43437103 0.04883532 ... 0.06331722 0.02300714 0.03021967],0
11631,[0.1119692  0.19618155 0.07350353 ... 0.1029332  0.         0.        ],1
11632,[0.36900788 0.46122532 0.06854261 ... 0.1023944  0.05799815 0.04400175],0
11633,[0.0013091  0.10752605 0.02447642 ... 0.10750524 0.01149821 0.00310635],0
11634,[0.18142715 0.21559234 0.08420679 ... 0.0121591  0.00508787 0.00898356],0
11635,[0.29019913 0.41712152 0.03707524 ... 0.09400429 0.02796197 0.        ],0
11636,[0.05277352 0.18876179 0.13374563 ... 0.12941213 0.0685656  0.04557018],0
11637,[0.00932116 0.0765294  0.00429572 ... 0.00464816 0.00047339 0.00163748],0
11638,[0.05949594 0.16821669 0.06297582 ... 0.14964419 0.08580849 0.01588434],1
11639,[0.13926463 0.17593194 0.03143    ... 0.03053922 0.00343108 0.        ],0
11640,[0.06513118 0.17633781 0.09666905 ... 0.09787584 0.02438951 0.28334044],0
11641,[0.01644167 0.0377348  0.03367639 ... 0.02074965 0.00837933 0.01058003],0
11642,[0.19873928 0.21744818 0.17834836 ... 0.02133043 0.01170004 0.02998674],0
11643,[0.02302328 0.14767726 0.04880598 ... 0.58742103 0.01804364 0.01088392],1
11644,[0.13389851 0.07648639 0.03082427 ... 0.29412182 0.10182651 0.09354567],1
11645,[0.1725168  0.18633691 0.06616375 ... 0.11517906 0.06315009 0.03098004],0
11646,[0.0076714  0.18753737 0.01896901 ... 0.17114932 0.11654205 0.03125527],0
11647,[0.06470321 0.08285041 0.02608214 ... 0.09164511 0.03396035 0.02642573],0
11648,[0.17294418 0.33828519 0.17482534 ... 0.00980649 0.00251387 0.0571952 ],1
11649,[0.3141325  0.41193026 0.06733947 ... 0.00892952 0.02893294 0.05834912],0
11650,[0.22052549 0.29954582 0.15211782 ... 0.12959073 0.01111826 0.        ],0
11651,[0.08572427 0.11286375 0.17402592 ... 0.14572906 0.03713376 0.04570026],0
11652,[0.08128988 0.25386698 0.15184315 ... 0.29449253 0.03152984 0.00421282],0
11653,[0.38637937 0.46323951 0.18922723 ... 0.09019741 0.07798161 0.        ],0
11654,[0.17480933 0.23390388 0.20983085 ... 0.12083199 0.07139648 0.04637105],0
11655,[0.15495429 0.31536105 0.07212888 ... 0.08201722 0.03927025 0.00682004],1
11656,[0.03272436 0.02444835 0.01119029 ... 0.19978735 0.06323439 0.03270949],1
11657,[0.         0.         0.         ... 0.11241805 0.05937711 0.083204  ],0
11658,[0.01790714 0.13313239 0.04749487 ... 0.08544144 0.04043878 0.        ],0
11659,[0.0513988  0.12921306 0.02911346 ... 0.07234369 0.05471454 0.05878365],0
11660,[       nan        nan        nan ... 0.07459518 0.02840256 0.02902436],0
11661,[0.25766452 0.57370445 0.24092326 ... 0.32515777 0.16492254 0.09032656],0
11662,[0.11582132 0.44061092 0.29697306 ... 0.30351018 0.16708663 0.02423543],0
11663,[0.01430809 0.42303276 0.03085058 ... 0.01873561 0.         0.        ],0
11664,[0.06746678 0.2090603  0.04565139 ... 0.03203344 0.01599051 0.00533574],0
11665,[0.00853483 0.06258986 0.01938365 ... 0.13057734 0.08920228 0.00268519],1
11666,[0.00670233 0.02420093 0.03338646 ... 0.03400849 0.07327143 0.        ],0
11667,[0.00846781 0.03475344 0.10215573 ... 0.00077626 0.00055364 0.0072948 ],0
11668,[0.00659018 0.08518168 0.04719684 ... 0.12127419 0.05313225 0.        ],1
11669,[0.11627295 0.25471186 0.19113764 ... 0.11759189 0.08516194 0.        ],0
11670,[0.0734243  0.11226781 0.08638902 ... 0.1472573  0.00569087 0.00653659],0
11671,[0.19976276 0.32971999 0.05165868 ... 0.20970244 0.08152073 0.01990398],0
11672,[0.11868226 0.11834065 0.00586086 ... 0.28299467 0.00104317 0.        ],0
11673,[0.0125771  0.06837414 0.01686154 ... 0.0190444  0.0057076  0.00251937],0
11674,[0.08689732 0.09021628 0.05806659 ... 0.02687491 0.01986793 0.11643277],0
11675,[0.19878584 0.22988534 0.10653296 ... 0.12435282 0.08079039 0.06599155],0
11676,[0.29223127 0.46123521 0.17060868 ... 0.04907675 0.06030049 0.01084303],0
11677,[0.00747139 0.0740105  0.00074383 ... 0.11607263 0.01145178 0.14162755],0
11678,[0.15676101 0.2961038  0.04555511 ... 0.19212697 0.0345834  0.03305184],0
11679,[0.16720403 0.14797871 0.12543919 ... 0.13937503 0.04124271 0.01044582],0
11680,[0.24978372 0.38214127 0.22251196 ... 0.12804508 0.06987634 0.        ],1
11681,[0.32076334 0.38757028 0.0335065  ... 0.13034707 0.05891489 0.00598593],1
11682,[0.         0.         0.         ... 0.19310268 0.10759554 0.04859967],0
11683,[0.         0.         0.         ... 0.12052835 0.08517497 0.14434358],0
11684,[0.23926008 0.15920639 0.03453881 ... 0.0528489  0.07045407 0.05087788],0
11685,[0.01476202 0.12131994 0.11387117 ... 0.02770326 0.00063975 0.0053877 ],0
11686,[0.         0.14468652 0.         ... 0.2219105  0.02189521 0.11772224],0
